epoch,batch_idx,global_step,G_loss,D_loss,LSGAN_G,FM,CC,grad_norm_G,grad_norm_D,lr,time_s,peak_alloc_GB,peak_reserved_GB
1,30,30,6.3336310386657715,2.391117811203003,1.299318552017212,4.048651695251465,0.9856610894203186,1.0000001192092896,1.0,1e-05,9.5367431640625e-07,2.823675904,3.254779904
1,31,31,4.601250171661377,2.398568630218506,1.0846171379089355,2.510026693344116,1.0066064596176147,1.0,1.0000001192092896,1e-05,2.1457672119140625e-06,2.823675904,3.254779904
1,32,32,6.3803300857543945,2.045076847076416,1.0249030590057373,4.334564685821533,1.020862340927124,1.0,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,33,33,4.291143417358398,2.904965400695801,1.53909170627594,1.775052785873413,0.9769985675811768,0.9999999403953552,0.9999999403953552,1e-05,1.1920928955078125e-06,2.823675904,3.254779904
1,34,34,6.728233814239502,3.3911044597625732,2.259896755218506,3.491827964782715,0.9765089154243469,1.0,,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,35,35,5.863210201263428,2.356003522872925,1.4213224649429321,3.3781516551971436,1.0637359619140625,1.0,1.0,1e-05,1.430511474609375e-06,2.823675904,3.254779904
1,36,36,4.162683963775635,2.7519164085388184,1.0149046182632446,2.090585708618164,1.0571937561035156,1.0,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,37,37,4.78285026550293,2.243429183959961,0.8981132507324219,2.9053397178649902,0.9793973565101624,1.0,0.9999999403953552,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,38,38,4.609340190887451,2.8267664909362793,1.8066456317901611,1.8485174179077148,0.9541772603988647,1.0,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,39,39,5.61093807220459,2.1654696464538574,1.2855379581451416,3.251621723175049,1.0737783908843994,1.0,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,40,40,6.353590965270996,2.1963624954223633,1.2980564832687378,3.9945390224456787,1.0609954595565796,1.0,0.9999999403953552,1e-05,9.5367431640625e-07,2.823675904,3.254779904
1,41,41,6.1715922355651855,2.469294548034668,1.2043578624725342,3.905632734298706,1.0616017580032349,0.9999999403953552,1.0,1e-05,4.76837158203125e-07,2.823675904,3.254779904
1,42,42,4.723064422607422,2.3835320472717285,1.0524743795394897,2.6465342044830322,1.0240559577941895,0.9999999403953552,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,43,43,3.5003929138183594,2.530703544616699,1.1482055187225342,1.3616467714309692,0.9905405640602112,1.0,0.9999999403953552,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,44,44,4.0810112953186035,2.6068694591522217,1.421621322631836,1.7335727214813232,0.9258174300193787,1.0000001192092896,1.0,1e-05,9.5367431640625e-07,2.823675904,3.254779904
1,45,45,4.946084499359131,2.552381992340088,1.3297271728515625,2.63914155960083,0.9772159457206726,1.0000001192092896,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
1,46,46,4.86754846572876,2.1263418197631836,0.9261250495910645,2.9733169078826904,0.9681064486503601,1.0,1.0,1e-05,4.76837158203125e-07,2.823675904,3.254779904
1,47,47,4.6014180183410645,2.1940762996673584,1.2837880849838257,2.3596365451812744,0.9579936265945435,1.0,1.0,1e-05,4.76837158203125e-07,2.823675904,3.254779904
1,48,48,5.933176040649414,1.9113281965255737,1.0025925636291504,4.004643440246582,0.9259397983551025,1.0,1.0,1e-05,1.1920928955078125e-06,2.823675904,3.254779904
1,49,49,4.693301200866699,2.653489112854004,1.6111259460449219,2.153143882751465,0.929031252861023,1.0,1.0,1e-05,7.152557373046875e-07,2.823675904,3.254779904
